"","nonTumor_patches","sample_id","Indication","cell_count","patch_size","cell_freq"
"203","3129","ROI_005","EOCRC",11,41,0.268292682926829
"204","3134","ROI_005","EOCRC",0,12,0
"205","3141","ROI_005","EOCRC",1,30,0.0333333333333333
"206","3162","ROI_005","EOCRC",6,197,0.0304568527918782
"207","3167","ROI_005","EOCRC",29,182,0.159340659340659
"208","3176","ROI_005","EOCRC",0,22,0
"209","3194","ROI_005","EOCRC",1,124,0.00806451612903226
"210","3205","ROI_005","EOCRC",1,24,0.0416666666666667
"211","3209","ROI_005","EOCRC",0,11,0
"212","3211","ROI_005","EOCRC",1,12,0.0833333333333333
"213","3217","ROI_006","LOCRC",4,16,0.25
"214","3218","ROI_006","LOCRC",0,29,0
