"","nonTumor_patches","sample_id","Indication","cell_count","patch_size","cell_freq"
"113","2023","ROI_034","LOCRC",3,11,0.272727272727273
"114","2045","ROI_036","EOCRC",3911,9044,0.432441397611676
"115","206","ROI_025","LOCRC",5,74,0.0675675675675676
"116","207","ROI_025","LOCRC",48,225,0.213333333333333
"117","209","ROI_025","LOCRC",206,1505,0.13687707641196
"118","2095","ROI_037","LOCRC",138,5621,0.0245507916740793
"119","211","ROI_025","LOCRC",2,15,0.133333333333333
"120","2112","ROI_037","LOCRC",2,13,0.153846153846154
"121","2149","ROI_037","LOCRC",0,2,0
"122","2167","ROI_037","LOCRC",0,36,0
"123","2174","ROI_037","LOCRC",1,165,0.00606060606060606
"124","2208","ROI_037","LOCRC",0,145,0
"125","2216","ROI_037","LOCRC",1,33,0.0303030303030303
"126","2229","ROI_038","EOCRC",1107,7657,0.14457359279091
"127","2244","ROI_038","EOCRC",9,24,0.375
"128","2248","ROI_038","EOCRC",0,16,0
"129","2255","ROI_038","EOCRC",9,29,0.310344827586207
"130","2274","ROI_038","EOCRC",6,24,0.25
"131","2282","ROI_038","EOCRC",12,39,0.307692307692308
"132","2319","ROI_001","LOCRC",83,123,0.67479674796748
"133","2320","ROI_001","LOCRC",119,168,0.708333333333333
"134","2322","ROI_001","LOCRC",0,20,0
"135","2329","ROI_001","LOCRC",255,308,0.827922077922078
"136","2341","ROI_001","LOCRC",16,17,0.941176470588235
"137","2345","ROI_001","LOCRC",14,15,0.933333333333333
"138","2347","ROI_001","LOCRC",8,24,0.333333333333333
"139","235","ROI_025","LOCRC",2,10,0.2
"140","2366","ROI_001","LOCRC",10,12,0.833333333333333
"141","2383","ROI_001","LOCRC",4,20,0.2
"142","2387","ROI_001","LOCRC",5,12,0.416666666666667
"143","2403","ROI_001","LOCRC",14,18,0.777777777777778
"144","2416","ROI_001","LOCRC",8,31,0.258064516129032
"145","2427","ROI_001","LOCRC",9,27,0.333333333333333
"146","2432","ROI_001","LOCRC",7,14,0.5
"147","2434","ROI_001","LOCRC",5,23,0.217391304347826
"148","2482","ROI_001","LOCRC",6,11,0.545454545454545
"149","2484","ROI_001","LOCRC",21,26,0.807692307692308
"150","2489","ROI_001","LOCRC",2,11,0.181818181818182
"151","2490","ROI_001","LOCRC",0,13,0
"152","2491","ROI_001","LOCRC",16,22,0.727272727272727
"153","2493","ROI_001","LOCRC",18,29,0.620689655172414
"154","2494","ROI_001","LOCRC",0,12,0
"155","2499","ROI_001","LOCRC",5,15,0.333333333333333
"156","250","ROI_025","LOCRC",3,21,0.142857142857143
"157","2502","ROI_001","LOCRC",4,10,0.4
"158","2504","ROI_001","LOCRC",12,27,0.444444444444444
"159","252","ROI_025","LOCRC",6,12,0.5
"160","254","ROI_025","LOCRC",19,60,0.316666666666667
"161","2540","ROI_001","LOCRC",1,14,0.0714285714285714
"162","2547","ROI_001","LOCRC",1,14,0.0714285714285714
"163","2548","ROI_001","LOCRC",17,20,0.85
"164","255","ROI_025","LOCRC",2,44,0.0454545454545455
"165","2553","ROI_001","LOCRC",23,31,0.741935483870968
"166","2596","ROI_001","LOCRC",1,11,0.0909090909090909
"167","2607","ROI_001","LOCRC",3,13,0.230769230769231
"168","2617","ROI_001","LOCRC",11,12,0.916666666666667
"169","2626","ROI_001","LOCRC",3,17,0.176470588235294
"170","2642","ROI_001","LOCRC",0,11,0
"171","2643","ROI_001","LOCRC",2,23,0.0869565217391304
"172","2648","ROI_001","LOCRC",1,29,0.0344827586206897
"173","2651","ROI_001","LOCRC",3,12,0.25
"174","2660","ROI_001","LOCRC",0,13,0
"175","2662","ROI_001","LOCRC",1,13,0.0769230769230769
"176","2671","ROI_001","LOCRC",1,39,0.0256410256410256
"177","2677","ROI_001","LOCRC",0,50,0
"178","2679","ROI_001","LOCRC",1,53,0.0188679245283019
"179","2694","ROI_001","LOCRC",1,22,0.0454545454545455
"180","2703","ROI_001","LOCRC",3,23,0.130434782608696
"181","2721","ROI_002","EOCRC",735,5384,0.136515601783061
"182","279","ROI_025","LOCRC",8,43,0.186046511627907
"183","2813","ROI_002","EOCRC",51,727,0.0701513067400275
"184","2823","ROI_002","EOCRC",23,24,0.958333333333333
"185","2825","ROI_002","EOCRC",10,12,0.833333333333333
"186","285","ROI_025","LOCRC",6,26,0.230769230769231
"187","2886","ROI_002","EOCRC",19,96,0.197916666666667
"188","2903","ROI_002","EOCRC",14,16,0.875
"189","2914","ROI_003","EOCRC",936,5561,0.168315051249775
"190","2916","ROI_003","EOCRC",28,211,0.132701421800948
"191","2930","ROI_003","EOCRC",1,32,0.03125
"192","299","ROI_025","LOCRC",0,43,0
"193","301","ROI_025","LOCRC",24,162,0.148148148148148
"194","3017","ROI_003","EOCRC",5,26,0.192307692307692
"195","3045","ROI_003","EOCRC",42,58,0.724137931034483
"196","3060","ROI_005","EOCRC",1,179,0.00558659217877095
"197","3061","ROI_005","EOCRC",3,68,0.0441176470588235
"198","3080","ROI_005","EOCRC",1,48,0.0208333333333333
"199","3088","ROI_005","EOCRC",2,62,0.032258064516129
"200","3101","ROI_005","EOCRC",0,13,0
"201","3102","ROI_005","EOCRC",13,381,0.0341207349081365
"202","3114","ROI_005","EOCRC",11,726,0.0151515151515152
"203","3129","ROI_005","EOCRC",0,41,0
"204","3134","ROI_005","EOCRC",0,12,0
"205","3141","ROI_005","EOCRC",0,30,0
"206","3162","ROI_005","EOCRC",13,197,0.065989847715736
"207","3167","ROI_005","EOCRC",1,182,0.0054945054945055
"208","3176","ROI_005","EOCRC",3,22,0.136363636363636
"209","3194","ROI_005","EOCRC",5,124,0.0403225806451613
"210","3205","ROI_005","EOCRC",0,24,0
"211","3209","ROI_005","EOCRC",0,11,0
"212","3211","ROI_005","EOCRC",0,12,0
"213","3217","ROI_006","LOCRC",12,16,0.75
"214","3218","ROI_006","LOCRC",6,29,0.206896551724138
"215","3219","ROI_006","LOCRC",152,340,0.447058823529412
"216","3220","ROI_006","LOCRC",11,127,0.0866141732283465
"217","3255","ROI_006","LOCRC",9,116,0.0775862068965517
"218","3265","ROI_006","LOCRC",5,31,0.161290322580645
